"","site","year","f_gup_1","m_gup_1","f_gup_2","m_gup_2","f_midgup_1","m_midgup_1","f_midgup_2","m_midgup_2","f_maturity_1","m_maturity_1","f_maturity_2","m_maturity_2","f_peak_1","m_peak_1","f_peak_2","m_peak_2","f_sene_1","m_sene_1","f_sene_2","m_sene_2","f_midgdown_1","m_midgdown_1","f_midgdown_2","m_midgdown_2","f_dormancy_1","m_dormancy_1","f_dormancy_2","m_dormancy_2","f_gppmin_1","m_EVImin_1","f_gppmin_2","m_EVImin_2","f_gppamp_1","m_EVIamp_1","f_gppamp_2","m_EVIamp_2","f_gpparea_1","m_EVIarea_1","f_gpparea_2","m_EVIarea_2","IGBP","miss","miss45"
"412","IT-CA3","2014",16165,16091,NA,NA,16191,16125,NA,NA,16216,16166,NA,NA,16257,16185,NA,NA,16308,16200,NA,NA,16337,16226,NA,NA,16369,16329,NA,NA,1,0.2885,NA,NA,12,0.1803,NA,NA,853.3,10.9,NA,NA,"DBF",FALSE,FALSE
"413","IT-Col","2001",11440,11437,NA,NA,11457,11454,NA,NA,11479,11473,NA,NA,11498,11487,NA,NA,11521,11511,NA,NA,11575,11594,NA,NA,11601,11624,NA,NA,0,0.2161,NA,NA,9,0.4866,NA,NA,389.5,16.9,NA,NA,"DBF",FALSE,FALSE
"414","IT-Col","2002",11803,11800,NA,NA,11819,11817,NA,NA,11837,11837,NA,NA,11853,11854,NA,NA,11870,11889,NA,NA,11905,11955,NA,NA,11949,11978,NA,NA,0,0.1955,NA,NA,6,0.4482,NA,NA,205.5,17.1,NA,NA,"DBF",FALSE,FALSE
"415","IT-Col","2003",12058,12154,NA,NA,12100,12170,NA,NA,12181,12189,NA,NA,12231,12232,NA,NA,12273,12268,NA,NA,12306,12336,NA,NA,12344,12358,NA,NA,1,0.1626,NA,NA,10,0.5506,NA,NA,1271.3,34.5,NA,NA,"DBF",FALSE,FALSE
"416","IT-Col","2004",12481,12539,NA,NA,12545,12557,NA,NA,12621,12579,NA,NA,12639,12598,NA,NA,12667,12631,NA,NA,12702,12695,NA,NA,12719,12730,NA,NA,3,0.1842,NA,NA,5,0.5593,NA,NA,465.5,23.5,NA,NA,"DBF",FALSE,FALSE
"417","IT-Col","2005",12903,12784,NA,NA,12919,12914,NA,NA,12940,12931,NA,NA,12960,12947,NA,NA,12984,12993,NA,NA,13031,13056,NA,NA,13075,13089,NA,NA,0,0.1826,NA,NA,12,0.5508,NA,NA,512,30.6,NA,NA,"DBF",FALSE,FALSE
"418","IT-Col","2006",13151,13246,NA,NA,13214,13273,NA,NA,13281,13295,NA,NA,13324,13330,NA,NA,13369,13361,NA,NA,13410,13424,NA,NA,13440,13449,NA,NA,2,0.149,NA,NA,10,0.5844,NA,NA,1151.8,40,NA,NA,"DBF",FALSE,FALSE
"419","IT-Col","2007",13610,13514,NA,NA,13641,13632,NA,NA,13674,13651,NA,NA,13691,13667,NA,NA,13707,13701,NA,NA,13750,13769,NA,NA,13799,13813,NA,NA,0,0.1936,NA,NA,12,0.5879,NA,NA,639,28.3,NA,NA,"DBF",FALSE,FALSE
"420","IT-Col","2008",14003,13995,NA,NA,14020,14015,NA,NA,14043,14037,NA,NA,14060,14065,NA,NA,14077,14104,NA,NA,14128,14155,NA,NA,14165,14200,NA,NA,0,0.166,NA,NA,11,0.5425,NA,NA,448,28.1,NA,NA,"DBF",FALSE,FALSE
"421","IT-Col","2009",14363,14347,NA,NA,14382,14371,NA,NA,14410,14392,NA,NA,14430,14412,NA,NA,14447,14442,NA,NA,14499,14520,NA,NA,14539,14546,NA,NA,0,0.1357,NA,NA,15,0.6583,NA,NA,706.7,32.3,NA,NA,"DBF",FALSE,FALSE
"422","IT-Col","2010",14729,14726,NA,NA,14748,14743,NA,NA,14775,14763,NA,NA,14802,14787,NA,NA,14851,14835,NA,NA,14912,14889,NA,NA,14973,14912,NA,NA,0,0.1842,NA,NA,13,0.5702,NA,NA,696,25.6,NA,NA,"DBF",FALSE,FALSE
"423","IT-Col","2011",15093,15079,NA,NA,15110,15100,NA,NA,15132,15122,NA,NA,15151,15138,NA,NA,15188,15173,NA,NA,15243,15256,NA,NA,15270,15281,NA,NA,0,0.1624,NA,NA,11,0.5799,NA,NA,461.6,23.4,NA,NA,"DBF",FALSE,FALSE
"424","IT-Col","2012",15452,15449,NA,NA,15479,15468,NA,NA,15507,15489,NA,NA,15525,15508,NA,NA,15547,15543,NA,NA,15614,15627,NA,NA,15637,15655,NA,NA,0,0.1528,NA,NA,12,0.5705,NA,NA,581.7,23.7,NA,NA,"DBF",FALSE,FALSE
"425","IT-Col","2013",15800,15811,NA,NA,15827,15829,NA,NA,15876,15850,NA,NA,15896,15875,NA,NA,15925,15934,NA,NA,15971,15986,NA,NA,15999,16009,NA,NA,0,0.1704,NA,NA,11,0.5199,NA,NA,663.9,24.7,NA,NA,"DBF",FALSE,FALSE
"426","IT-Col","2014",16193,16175,NA,NA,16214,16200,NA,NA,16242,16223,NA,NA,16273,16243,NA,NA,16292,16285,NA,NA,16343,16351,NA,NA,16369,16382,NA,NA,0,0.1671,NA,NA,14,0.6051,NA,NA,816.2,28.2,NA,NA,"DBF",FALSE,FALSE
"427","IT-Cpz","2001",11348,11347,NA,NA,11381,11435,NA,NA,11451,11462,NA,NA,11469,11492,NA,NA,11486,11524,NA,NA,11511,11565,NA,NA,11615,11608,NA,NA,3,0.3206,NA,NA,6,0.1648,NA,NA,460,12.1,NA,NA,"EBF",FALSE,FALSE
"428","IT-Cpz","2004",12446,12492,NA,NA,12482,12534,NA,NA,12544,12569,NA,NA,12598,12591,NA,NA,12623,12618,NA,NA,12698,12664,NA,NA,12735,12713,NA,NA,2,0.3405,NA,NA,7,0.1739,NA,NA,749.4,11.1,NA,NA,"EBF",FALSE,FALSE
"429","IT-Cpz","2006",13200,13230,NA,NA,13260,13263,NA,NA,13331,13330,NA,NA,13347,13349,NA,NA,13370,13368,NA,NA,13446,13411,NA,NA,13486,13472,NA,NA,3,0.3107,NA,NA,5,0.1425,NA,NA,398.3,11.5,NA,NA,"EBF",FALSE,FALSE
"430","IT-Cpz","2007",13541,13587,NA,NA,13571,13607,NA,NA,13609,13635,NA,NA,13629,13700,NA,NA,13649,13720,NA,NA,13717,13763,NA,NA,13793,13823,NA,NA,3,0.3266,NA,NA,5,0.1011,NA,NA,300.3,9.4,NA,NA,"EBF",FALSE,FALSE
"431","IT-Isp","2013",15811,15792,NA,NA,15833,15818,NA,NA,15863,15838,NA,NA,15879,15885,NA,NA,15904,15951,NA,NA,15967,15997,NA,NA,16007,16031,NA,NA,0,0.1681,NA,NA,13,0.3164,NA,NA,653.4,22.9,NA,NA,"DBF",FALSE,FALSE
"432","IT-Isp","2014",16154,16147,NA,NA,16182,16169,NA,NA,16219,16201,NA,NA,16239,16255,NA,NA,16269,16303,NA,NA,16340,16356,NA,NA,16373,16398,NA,NA,0,0.181,NA,NA,12,0.3173,NA,NA,723.5,27,NA,NA,"DBF",FALSE,FALSE
"433","IT-La2","2001",11381,11406,NA,NA,11426,11443,NA,NA,11457,11476,NA,NA,11502,11492,NA,NA,11518,11515,NA,NA,11581,11584,NA,NA,11634,11603,NA,NA,1,0.2696,NA,NA,11,0.1866,NA,NA,961.5,10,NA,NA,"ENF",FALSE,FALSE
"434","IT-Lav","2003",12105,12166,NA,NA,12132,12185,NA,NA,12165,12207,NA,NA,12181,12224,NA,NA,12203,12246,NA,NA,12324,12314,NA,NA,12349,12339,NA,NA,1,0.2759,NA,NA,10,0.1838,NA,NA,512.2,7.9,NA,NA,"ENF",FALSE,FALSE
"435","IT-Lav","2004",12486,12515,NA,NA,12518,12547,NA,NA,12578,12579,NA,NA,12597,12597,NA,NA,12612,12623,NA,NA,12694,12671,NA,NA,12732,12702,NA,NA,1,0.2533,NA,NA,12,0.2102,NA,NA,892.6,11.7,NA,NA,"ENF",FALSE,FALSE
"436","IT-Lav","2005",12853,12895,NA,NA,12877,12922,NA,NA,12924,12947,NA,NA,12941,12962,NA,NA,12959,12985,NA,NA,13077,13040,NA,NA,13110,13094,NA,NA,1,0.286,NA,NA,11,0.2032,NA,NA,662.7,8.9,NA,NA,"ENF",FALSE,FALSE
"437","IT-Lav","2006",13213,13239,NA,NA,13240,13279,NA,NA,13270,13311,NA,NA,13289,13329,NA,NA,13313,13355,NA,NA,13423,13409,NA,NA,13459,13439,NA,NA,0,0.2059,NA,NA,12,0.2783,NA,NA,619.7,15.5,NA,NA,"ENF",FALSE,FALSE
"438","IT-Lav","2007",13551,13620,NA,NA,13590,13637,NA,NA,13621,13661,NA,NA,13686,13682,NA,NA,13700,13700,NA,NA,13795,13756,NA,NA,13833,13799,NA,NA,1,0.2537,NA,NA,9,0.219,NA,NA,870.2,10.2,NA,NA,"ENF",FALSE,FALSE
"439","IT-Lav","2008",13928,13989,NA,NA,13974,14014,NA,NA,14007,14039,NA,NA,14027,14054,NA,NA,14147,14075,NA,NA,14181,14150,NA,NA,14201,14183,NA,NA,2,0.2644,NA,NA,10,0.2132,NA,NA,567.1,9,NA,NA,"ENF",FALSE,FALSE
"440","IT-Lav","2009",14310,14352,NA,NA,14335,14371,NA,NA,14377,14396,NA,NA,14409,14418,NA,NA,14455,14456,NA,NA,14527,14501,NA,NA,14567,14535,NA,NA,1,0.243,NA,NA,13,0.25,NA,NA,964.6,12.4,NA,NA,"ENF",FALSE,FALSE
"441","IT-Lav","2010",14672,14739,NA,NA,14702,14755,NA,NA,14732,14772,NA,NA,14763,14785,NA,NA,14799,14804,NA,NA,14884,14866,NA,NA,14919,14903,NA,NA,1,0.2829,NA,NA,11,0.2038,NA,NA,730.4,7.1,NA,NA,"ENF",FALSE,FALSE
"442","IT-Lav","2011",15026,15066,NA,NA,15052,15101,NA,NA,15078,15126,NA,NA,15152,15141,NA,NA,15194,15161,NA,NA,15263,15213,NA,NA,15312,15268,NA,NA,1,0.2615,NA,NA,10,0.1978,NA,NA,1008,9.9,NA,NA,"ENF",FALSE,FALSE
"443","IT-Lav","2012",15395,15455,NA,NA,15422,15478,NA,NA,15472,15499,NA,NA,15489,15516,NA,NA,15557,15547,NA,NA,15619,15592,NA,NA,15646,15632,NA,NA,1,0.2828,NA,NA,11,0.2165,NA,NA,692.6,9,NA,NA,"ENF",FALSE,FALSE
"444","IT-Lav","2013",15763,15824,NA,NA,15805,15840,NA,NA,15858,15863,NA,NA,15889,15879,NA,NA,15909,15898,NA,NA,15983,15962,NA,NA,16018,16002,NA,NA,1,0.2849,NA,NA,10,0.205,NA,NA,878.8,8,NA,NA,"ENF",FALSE,FALSE
"445","IT-Lav","2014",16124,16164,NA,NA,16152,16206,NA,NA,16203,16235,NA,NA,16239,16250,NA,NA,16254,16290,NA,NA,16357,16328,NA,NA,16375,16359,NA,NA,2,0.2365,NA,NA,10,0.2524,NA,NA,844.1,13.2,NA,NA,"ENF",FALSE,FALSE
"446","IT-MBo","2003",12159,12165,NA,NA,12176,12182,NA,NA,12197,12201,NA,NA,12210,12214,NA,NA,12224,12234,NA,NA,12287,12324,NA,NA,12339,12350,NA,NA,0,0.198,NA,NA,11,0.4378,NA,NA,399.4,15.1,NA,NA,"GRA",FALSE,FALSE
"447","IT-MBo","2004",12547,12544,NA,NA,12564,12565,NA,NA,12581,12584,NA,NA,12594,12598,NA,NA,12610,12619,NA,NA,12677,12691,NA,NA,12720,12728,NA,NA,0,0.1542,NA,NA,11,0.4898,NA,NA,364,20.4,NA,NA,"GRA",FALSE,FALSE
"448","IT-MBo","2005",12890,12892,NA,NA,12911,12913,NA,NA,12933,12937,NA,NA,12949,12955,NA,NA,12967,12974,NA,NA,13042,13066,NA,NA,13089,13110,NA,NA,0,0.1493,NA,NA,11,0.4756,NA,NA,447.5,20.6,NA,NA,"GRA",FALSE,FALSE
"449","IT-MBo","2006",13262,13259,NA,NA,13279,13280,NA,NA,13300,13302,NA,NA,13315,13318,NA,NA,13327,13339,NA,NA,13414,13441,NA,NA,13454,13482,NA,NA,0,0.1483,NA,NA,12,0.468,NA,NA,436.7,20,NA,NA,"GRA",FALSE,FALSE
"450","IT-MBo","2007",13611,13611,NA,NA,13630,13632,NA,NA,13659,13658,NA,NA,13679,13677,NA,NA,13693,13697,NA,NA,13770,13793,NA,NA,13810,13828,NA,NA,0,0.1315,NA,NA,11,0.4906,NA,NA,540.7,22.5,NA,NA,"GRA",FALSE,FALSE
"451","IT-MBo","2008",13995,13992,NA,NA,14011,14011,NA,NA,14029,14035,NA,NA,14043,14052,NA,NA,14060,14071,NA,NA,14140,14167,NA,NA,14182,14189,NA,NA,0,0.12,NA,NA,10,0.5402,NA,NA,349.9,22.5,NA,NA,"GRA",FALSE,FALSE
"452","IT-MBo","2009",14369,14369,NA,NA,14383,14384,NA,NA,14400,14405,NA,NA,14412,14421,NA,NA,14425,14440,NA,NA,14502,14531,NA,NA,14536,14558,NA,NA,0,0.12,NA,NA,12,0.5668,NA,NA,361.4,21.1,NA,NA,"GRA",FALSE,FALSE
"453","IT-MBo","2010",14725,14730,NA,NA,14744,14745,NA,NA,14765,14770,NA,NA,14784,14793,NA,NA,14799,14816,NA,NA,14869,14906,NA,NA,14900,14927,NA,NA,0,0.12,NA,NA,11,0.4559,NA,NA,457.4,21.6,NA,NA,"GRA",FALSE,FALSE
"454","IT-MBo","2011",15076,15076,NA,NA,15098,15097,NA,NA,15130,15128,NA,NA,15158,15147,NA,NA,15183,15172,NA,NA,15252,15263,NA,NA,15280,15313,NA,NA,0,0.12,NA,NA,9,0.531,NA,NA,550.1,26.2,NA,NA,"GRA",FALSE,FALSE
"455","IT-MBo","2012",15449,15435,NA,NA,15474,15469,NA,NA,15495,15494,NA,NA,15509,15510,NA,NA,15524,15531,NA,NA,15598,15633,NA,NA,15639,15674,NA,NA,0,0.12,NA,NA,12,0.5176,NA,NA,500,24.1,NA,NA,"GRA",FALSE,FALSE
"456","IT-MBo","2013",15826,15825,NA,NA,15846,15844,NA,NA,15866,15869,NA,NA,15878,15888,NA,NA,15893,15907,NA,NA,15936,15991,NA,NA,16013,16032,NA,NA,0,0.12,NA,NA,11,0.5367,NA,NA,391.6,23.8,NA,NA,"GRA",FALSE,FALSE
"457","IT-PT1","2002",11774,11759,NA,NA,11801,11787,NA,NA,11834,11827,NA,NA,11857,11857,NA,NA,11885,11891,NA,NA,11936,11960,NA,NA,11969,12002,NA,NA,0,0.12,NA,NA,13,0.4072,NA,NA,805.3,28.2,NA,NA,"DBF",FALSE,FALSE
"458","IT-PT1","2003",12141,12124,NA,NA,12161,12149,NA,NA,12184,12174,NA,NA,12209,12190,NA,NA,12226,12210,NA,NA,12291,12258,NA,NA,12339,12352,NA,NA,0,0.12,NA,NA,11,0.4119,NA,NA,566.4,18.4,NA,NA,"DBF",FALSE,FALSE
"459","IT-PT1","2004",12502,12496,NA,NA,12528,12515,NA,NA,12554,12537,NA,NA,12600,12555,NA,NA,12627,12586,NA,NA,12658,12649,NA,NA,12681,12682,NA,NA,0,0.1627,NA,NA,12,0.3469,NA,NA,932,14.4,NA,NA,"DBF",FALSE,FALSE
"460","IT-Ren","2002",11748,11826,NA,NA,11819,11845,NA,NA,11864,11871,NA,NA,11884,11891,NA,NA,11903,11915,NA,NA,11963,11944,NA,NA,12000,11977,NA,NA,0,0.2361,NA,NA,8,0.1637,NA,NA,621.6,7.6,NA,NA,"ENF",FALSE,FALSE
"461","IT-Ren","2003",12133,12166,NA,NA,12161,12192,NA,NA,12198,12217,NA,NA,12255,12249,NA,NA,12283,12268,NA,NA,12321,12309,NA,NA,12377,12338,NA,NA,0,0.2048,NA,NA,8,0.1871,NA,NA,767.4,11.3,NA,NA,"ENF",FALSE,FALSE
"462","IT-Ren","2005",12862,12897,NA,NA,12900,12924,NA,NA,12979,12948,NA,NA,13001,12964,NA,NA,13020,12997,NA,NA,13065,13043,NA,NA,13102,13073,NA,NA,0,0.2221,NA,NA,8,0.1779,NA,NA,789,8.5,NA,NA,"ENF",FALSE,FALSE
"463","IT-Ren","2006",13227,13260,NA,NA,13262,13293,NA,NA,13290,13327,NA,NA,13306,13349,NA,NA,13376,13372,NA,NA,13417,13421,NA,NA,13451,13461,NA,NA,0,0.2201,NA,NA,7,0.1569,NA,NA,360.5,9.7,NA,NA,"ENF",FALSE,FALSE
"464","IT-Ren","2007",13591,13618,NA,NA,13611,13639,NA,NA,13661,13662,NA,NA,13689,13686,NA,NA,13712,13713,NA,NA,13778,13758,NA,NA,13825,13793,NA,NA,0,0.2166,NA,NA,8,0.1785,NA,NA,565,9.2,NA,NA,"ENF",FALSE,FALSE
"465","IT-Ren","2008",13982,14009,NA,NA,14008,14029,NA,NA,14056,14058,NA,NA,14077,14089,NA,NA,14097,14111,NA,NA,14164,14148,NA,NA,14198,14249,NA,NA,0,0.2272,NA,NA,10,0.1716,NA,NA,678.1,10.3,NA,NA,"ENF",FALSE,FALSE
"466","IT-Ren","2009",14307,14298,NA,NA,14352,14373,NA,NA,14404,14412,NA,NA,14430,14443,NA,NA,14456,14482,NA,NA,14519,14515,NA,NA,14553,14555,NA,NA,0,0.1794,NA,NA,10,0.2165,NA,NA,829.6,17.4,NA,NA,"ENF",FALSE,FALSE
"467","IT-Ren","2010",14698,14723,NA,NA,14722,14752,NA,NA,14752,14782,NA,NA,14769,14800,NA,NA,14825,14830,NA,NA,14892,14873,NA,NA,14925,14922,NA,NA,0,0.2212,NA,NA,10,0.1956,NA,NA,488,10.2,NA,NA,"ENF",FALSE,FALSE
"468","IT-Ren","2011",15045,15071,NA,NA,15066,15105,NA,NA,15148,15135,NA,NA,15176,15162,NA,NA,15193,15187,NA,NA,15250,15249,NA,NA,15304,15294,NA,NA,0,0.2179,NA,NA,9,0.1638,NA,NA,886.5,10,NA,NA,"ENF",FALSE,FALSE
"469","IT-Ren","2012",15398,15437,NA,NA,15426,15478,NA,NA,15484,15511,NA,NA,15521,15530,NA,NA,15550,15551,NA,NA,15625,15622,NA,NA,15662,15656,NA,NA,0,0.2027,NA,NA,8,0.2001,NA,NA,725.8,11.7,NA,NA,"ENF",FALSE,FALSE
"470","IT-Ren","2013",15797,15808,NA,NA,15821,15833,NA,NA,15850,15880,NA,NA,15871,15919,NA,NA,15943,15939,NA,NA,15984,15968,NA,NA,16016,15984,NA,NA,0,0.1969,NA,NA,9,0.2041,NA,NA,500.6,16.7,NA,NA,"ENF",FALSE,FALSE
"471","IT-Ro1","2001",11349,11382,NA,NA,11423,11413,NA,NA,11449,11440,NA,NA,11464,11456,NA,NA,11481,11472,NA,NA,11520,11503,NA,NA,11625,11624,NA,NA,1,0.2506,NA,NA,10,0.3234,NA,NA,578.6,15.4,NA,NA,"DBF",FALSE,FALSE
"472","IT-Ro1","2002",11758,11751,NA,NA,11799,11782,NA,NA,11821,11818,NA,NA,11833,11833,NA,NA,11844,11848,NA,NA,11964,11963,NA,NA,12002,12003,NA,NA,0,0.2074,NA,NA,9,0.3743,NA,NA,388.1,19.5,NA,NA,"DBF",FALSE,FALSE
"473","IT-Ro1","2003",12141,12135,NA,NA,12163,12160,NA,NA,12184,12179,NA,NA,12197,12191,NA,NA,12212,12203,NA,NA,12236,12225,NA,NA,12262,12265,NA,NA,1,0.2509,NA,NA,11,0.3561,NA,NA,427.9,13.2,NA,NA,"DBF",FALSE,FALSE
"474","IT-Ro1","2004",12495,12492,NA,NA,12530,12521,NA,NA,12558,12550,NA,NA,12573,12565,NA,NA,12588,12584,NA,NA,12620,12628,NA,NA,12730,12739,NA,NA,0,0.2501,NA,NA,13,0.4152,NA,NA,639.4,19.7,NA,NA,"DBF",FALSE,FALSE
"475","IT-Ro1","2005",12874,12873,NA,NA,12902,12894,NA,NA,12926,12916,NA,NA,12943,12931,NA,NA,12964,12952,NA,NA,13057,13068,NA,NA,13105,13105,NA,NA,0,0.2275,NA,NA,10,0.4225,NA,NA,435.1,16.4,NA,NA,"DBF",FALSE,FALSE
"476","IT-Ro1","2006",13236,13232,NA,NA,13259,13251,NA,NA,13282,13272,NA,NA,13298,13292,NA,NA,13321,13320,NA,NA,13380,13434,NA,NA,13460,13465,NA,NA,0,0.2292,NA,NA,11,0.3315,NA,NA,465.2,14.2,NA,NA,"DBF",FALSE,FALSE
"477","IT-Ro1","2007",13592,13584,NA,NA,13634,13611,NA,NA,13665,13633,NA,NA,13676,13648,NA,NA,13685,13666,NA,NA,13700,13769,NA,NA,13819,13818,NA,NA,0,0.2526,NA,NA,12,0.4058,NA,NA,563.5,16.8,NA,NA,"DBF",FALSE,FALSE
"478","IT-Ro1","2008",13964,13961,NA,NA,13994,13985,NA,NA,14019,14011,NA,NA,14037,14032,NA,NA,14053,14051,NA,NA,14078,14096,NA,NA,14194,14204,NA,NA,0,0.2234,NA,NA,13,0.4397,NA,NA,618.1,21.7,NA,NA,"DBF",FALSE,FALSE
"479","IT-Ro2","2002",11784,11747,NA,NA,11806,11781,NA,NA,11823,11812,NA,NA,11834,11827,NA,NA,11845,11843,NA,NA,11975,11943,NA,NA,12005,12003,NA,NA,0,0.1502,NA,NA,10,0.4297,NA,NA,336.2,21.4,NA,NA,"DBF",FALSE,FALSE
"480","IT-Ro2","2004",12517,12501,NA,NA,12542,12527,NA,NA,12564,12549,NA,NA,12582,12561,NA,NA,12605,12574,NA,NA,12644,12598,NA,NA,12722,12669,NA,NA,0,0.2392,NA,NA,13,0.4114,NA,NA,590.1,15.7,NA,NA,"DBF",FALSE,FALSE
"481","IT-Ro2","2005",12890,12869,NA,NA,12910,12891,NA,NA,12930,12913,NA,NA,12945,12926,NA,NA,12966,12939,NA,NA,13012,12968,NA,NA,13102,13100,NA,NA,0,0.1705,NA,NA,14,0.4539,NA,NA,506.8,17,NA,NA,"DBF",FALSE,FALSE
"482","IT-Ro2","2006",13249,13233,NA,NA,13268,13253,NA,NA,13289,13272,NA,NA,13309,13284,NA,NA,13339,13296,NA,NA,13400,13326,NA,NA,13457,13458,NA,NA,0,0.2485,NA,NA,13,0.3692,NA,NA,554,12.5,NA,NA,"DBF",FALSE,FALSE
"483","IT-Ro2","2007",13609,13571,NA,NA,13630,13605,NA,NA,13655,13628,NA,NA,13673,13641,NA,NA,13689,13655,NA,NA,13720,13730,NA,NA,13827,13811,NA,NA,0,0.1983,NA,NA,12,0.4075,NA,NA,534.5,17,NA,NA,"DBF",FALSE,FALSE
"484","IT-Ro2","2011",15067,15055,NA,NA,15085,15076,NA,NA,15112,15097,NA,NA,15152,15111,NA,NA,15171,15132,NA,NA,15223,15204,NA,NA,15297,15273,NA,NA,0,0.2012,NA,NA,13,0.4144,NA,NA,827.9,15.5,NA,NA,"DBF",FALSE,FALSE
"485","IT-Ro2","2012",15444,15414,NA,NA,15463,15445,NA,NA,15482,15465,NA,NA,15494,15477,NA,NA,15508,15490,NA,NA,15533,15522,NA,NA,15665,15589,NA,NA,0,0.2563,NA,NA,10,0.3097,NA,NA,358.9,12.2,NA,NA,"DBF",FALSE,FALSE
"486","IT-Tor","2008",13898,14025,NA,NA,13931,14039,NA,NA,14046,14056,NA,NA,14071,14070,NA,NA,14094,14097,NA,NA,14137,14159,NA,NA,14199,14189,NA,NA,2,0.12,NA,NA,7,0.4805,NA,NA,906,15.4,NA,NA,"GRA",FALSE,FALSE
"487","IT-Tor","2009",14387,14386,NA,NA,14404,14402,NA,NA,14426,14427,NA,NA,14441,14446,NA,NA,14459,14470,NA,NA,14493,14526,NA,NA,14533,14570,NA,NA,0,0.12,NA,NA,9,0.428,NA,NA,338,18.6,NA,NA,"GRA",FALSE,FALSE
"488","IT-Tor","2010",14753,14737,NA,NA,14771,14755,NA,NA,14791,14779,NA,NA,14803,14798,NA,NA,14817,14825,NA,NA,14854,14889,NA,NA,14895,14918,NA,NA,0,0.12,NA,NA,10,0.4474,NA,NA,323,19.2,NA,NA,"GRA",FALSE,FALSE
"489","IT-Tor","2011",15075,15086,NA,NA,15108,15107,NA,NA,15142,15142,NA,NA,15160,15167,NA,NA,15204,15195,NA,NA,15245,15269,NA,NA,15279,15313,NA,NA,0,0.12,NA,NA,7,0.4323,NA,NA,399.5,25.3,NA,NA,"GRA",FALSE,FALSE
"490","IT-Tor","2012",15474,15476,NA,NA,15494,15489,NA,NA,15515,15508,NA,NA,15531,15524,NA,NA,15561,15546,NA,NA,15596,15609,NA,NA,15628,15644,NA,NA,0,0.12,NA,NA,8,0.4892,NA,NA,312.6,17.1,NA,NA,"GRA",FALSE,FALSE
"491","IT-Tor","2013",15857,15860,NA,NA,15876,15875,NA,NA,15901,15895,NA,NA,15921,15915,NA,NA,15940,15943,NA,NA,15968,15987,NA,NA,16009,16019,NA,NA,0,0.12,NA,NA,9,0.4794,NA,NA,407.3,19.3,NA,NA,"GRA",FALSE,FALSE
"492","IT-Tor","2014",16203,16209,NA,NA,16224,16223,NA,NA,16251,16241,NA,NA,16271,16259,NA,NA,16291,16292,NA,NA,16327,16355,NA,NA,16371,16391,NA,NA,0,0.12,NA,NA,10,0.5053,NA,NA,480.9,18.7,NA,NA,"GRA",FALSE,FALSE
"493","JP-MBF","2005",12926,12929,NA,NA,12942,12943,NA,NA,12959,12979,NA,NA,13009,13010,NA,NA,13026,13028,NA,NA,13056,13055,NA,NA,13084,13077,NA,NA,0,0.1673,NA,NA,8,0.5378,NA,NA,529.5,33.9,NA,NA,"DBF",FALSE,FALSE
"494","JP-SMF","2003",12136,12061,NA,NA,12170,12168,NA,NA,12190,12197,NA,NA,12202,12222,NA,NA,12290,12262,NA,NA,12331,12330,NA,NA,12357,12384,NA,NA,1,0.2035,NA,NA,6,0.3229,NA,NA,240.1,22.5,NA,NA,"MF",FALSE,FALSE
"495","JP-SMF","2004",12493,12512,NA,NA,12553,12531,NA,NA,12589,12566,NA,NA,12607,12591,NA,NA,12623,12626,NA,NA,12650,12679,NA,NA,12750,12753,NA,NA,1,0.2377,NA,NA,9,0.3047,NA,NA,547.4,17.7,NA,NA,"MF",FALSE,FALSE
"496","JP-SMF","2005",12867,12885,NA,NA,12900,12904,NA,NA,12933,12925,NA,NA,12991,12941,NA,NA,13013,12970,NA,NA,13067,13047,NA,NA,13124,13102,NA,NA,1,0.2594,NA,NA,7,0.3044,NA,NA,641.4,12.7,NA,NA,"MF",FALSE,FALSE
"497","JP-SMF","2006",13210,13243,NA,NA,13262,13267,NA,NA,13297,13299,NA,NA,13313,13325,NA,NA,13388,13346,NA,NA,13425,13423,NA,NA,13468,13480,NA,NA,0,0.2527,NA,NA,7,0.2703,NA,NA,404.4,17.1,NA,NA,"MF",FALSE,FALSE
"498","NL-Hor","2004",12458,12469,NA,NA,12499,12527,NA,NA,12556,12556,NA,NA,12603,12611,NA,NA,12631,12640,NA,NA,12689,12717,NA,NA,12726,12757,NA,NA,0,0.2058,NA,NA,7,0.3976,NA,NA,726.1,36.9,NA,NA,"GRA",FALSE,FALSE
"499","NL-Hor","2005",12868,12869,NA,NA,12895,12893,NA,NA,12938,12944,NA,NA,12961,12977,NA,NA,12978,13019,NA,NA,13040,13074,NA,NA,13083,13116,NA,NA,0,0.2462,NA,NA,8,0.3553,NA,NA,555.9,28.6,NA,NA,"GRA",FALSE,FALSE
"500","NL-Hor","2006",13190,13245,NA,NA,13229,13264,NA,NA,13300,13293,NA,NA,13340,13336,NA,NA,13359,13390,NA,NA,13423,13446,NA,NA,13460,13476,NA,NA,1,0.2244,NA,NA,7,0.3864,NA,NA,766.4,27.4,NA,NA,"GRA",FALSE,FALSE
"501","NL-Hor","2007",13595,13608,NA,NA,13622,13627,NA,NA,13649,13649,NA,NA,13664,13662,NA,NA,13679,13681,NA,NA,13762,13796,NA,NA,13802,13837,NA,NA,0,0.2671,NA,NA,11,0.3367,NA,NA,481.9,13.7,NA,NA,"GRA",FALSE,FALSE
