siteID,site_name,site_desc,country,province_state,data_tier2015,data_start2015,data_end2015,lat,lon,elev_m,IGBP,MAT,MAP
IT-Isp,Ispra ABC-IS,deciduous broadleaf forest,Italy,NA,1,2013,2014,45.81264,8.63358,210,DBF,12.2,1300
IT-Isp,Ispra ABC-IS,deciduous broadleaf forest,Italy,NA,2,2013,2014,45.81264,8.63358,210,DBF,12.2,1300
IT-La2,Lavarone2,evergreen needleleaf forest,Italy,NA,1,2000,2002,45.9542,11.2853,1350,ENF,7.2,1150
IT-La2,Lavarone2,evergreen needleleaf forest,Italy,NA,2,2000,2002,45.9542,11.2853,1350,ENF,7.2,1150
IT-Lav,Lavarone,evergreen needleleaf forest,Italy,NA,1,2003,2014,45.9562,11.28132,1353,ENF,7.8,1291
IT-Lav,Lavarone,evergreen needleleaf forest,Italy,NA,2,2003,2014,45.9562,11.28132,1353,ENF,7.8,1291
IT-MBo,Monte Bondone,grassland with wetland,Italy,NA,1,2003,2013,46.01468,11.04583,1550,GRA,5.1,1214
IT-MBo,Monte Bondone,grassland with wetland,Italy,NA,2,2003,2013,46.01468,11.04583,1550,GRA,5.1,1214
IT-Noe,Arca di Noe - Le Prigionette,closed shrubland,Italy,NA,1,2004,2014,40.60618,8.15117,25,CSH,15.9,588
IT-Noe,Arca di Noe - Le Prigionette,closed shrubland,Italy,NA,2,2004,2014,40.60618,8.15117,25,CSH,15.9,588
IT-PT1,Parco Ticino forest,deciduous broadleaf forest,Italy,NA,1,2002,2004,45.20087,9.06104,60,DBF,12.7,984
IT-PT1,Parco Ticino forest,deciduous broadleaf forest,Italy,NA,2,2002,2004,45.20087,9.06104,60,DBF,12.7,984
IT-Ren,Renon,evergreen needleleaf forest,Italy,NA,1,1998,2013,46.58686,11.43369,1730,ENF,4.7,809.3
IT-Ren,Renon,evergreen needleleaf forest,Italy,NA,2,1998,2013,46.58686,11.43369,1730,ENF,4.7,809.3
IT-Ro1,Roccarespampani 1,deciduous broadleaf forest,Italy,NA,1,2000,2008,42.40812,11.93001,235,DBF,15.15,876.2
IT-Ro1,Roccarespampani 1,deciduous broadleaf forest,Italy,NA,2,2000,2008,42.40812,11.93001,235,DBF,15.15,876.2
IT-Ro2,Roccarespampani 2,deciduous broadleaf forest,Italy,NA,1,2002,2012,42.39026,11.92093,160,DBF,15.15,876.2
IT-Ro2,Roccarespampani 2,deciduous broadleaf forest,Italy,NA,2,2002,2012,42.39026,11.92093,160,DBF,15.15,876.2
IT-SR2,San Rossore 2,evergreen needleleaf forest,Italy,NA,1,2013,2014,43.73203,10.29095,4,ENF,14.2,920
IT-SR2,San Rossore 2,evergreen needleleaf forest,Italy,NA,2,2013,2014,43.73203,10.29095,4,ENF,14.2,920
IT-SRo,San Rossore,evergreen needleleaf forest,Italy,NA,1,1999,2012,43.72786,10.28444,6,ENF,14.2,920
IT-SRo,San Rossore,evergreen needleleaf forest,Italy,NA,2,1999,2012,43.72786,10.28444,6,ENF,14.2,920
IT-Tor,Torgnon,grassland with wetland,Italy,NA,1,2008,2014,45.84444,7.57806,2160,GRA,2.9,920
IT-Tor,Torgnon,grassland with wetland,Italy,NA,2,2008,2014,45.84444,7.57806,2160,GRA,2.9,920
JP-MBF,Moshiri Birch Forest Site,"deciduous broadleaf forest, Birch Forest",Japan,NA,1,2003,2005,44.3869,142.3186,NA,DBF,NA,NA
JP-MBF,Moshiri Birch Forest Site,"deciduous broadleaf forest, Birch Forest",Japan,NA,2,2003,2005,44.3869,142.3186,NA,DBF,NA,NA
JP-SMF,Seto Mixed Forest Site,mixed forest,Japan,NA,1,2002,2006,35.2617,137.0788,NA,MF,NA,NA
JP-SMF,Seto Mixed Forest Site,mixed forest,Japan,NA,2,2002,2006,35.2617,137.0788,NA,MF,NA,NA
MY-PSO,Pasoh Forest Reserve (PSO),evergreen broadleaf forest,Malaysia,NA,2,2003,2009,2.973,102.3062,NA,EBF,NA,NA
NL-Hor,Horstermeer,grassland with wetland,Netherlands,NA,1,2004,2011,52.24035,5.0713,2.2,GRA,10,800
NL-Hor,Horstermeer,grassland with wetland,Netherlands,NA,2,2004,2011,52.24035,5.0713,2.2,GRA,10,800
NL-Loo,Loobos,evergreen needleleaf forest,Netherlands,NA,1,1996,2013,52.16658,5.74356,25,ENF,9.8,786
NL-Loo,Loobos,evergreen needleleaf forest,Netherlands,NA,2,1996,2014,52.16658,5.74356,25,ENF,9.8,786
NO-Adv,Adventdalen,wetland,Norway,NA,1,2011,2014,78.186,15.923,17,WET,NA,NA
NO-Adv,Adventdalen,wetland,Norway,NA,2,2011,2014,78.186,15.923,17,WET,NA,NA
NO-Blv,"Bayelva, Spitsbergen",snow,Norway,NA,1,2008,2009,78.92163,11.83109,25,SNO,-4.5,400
NO-Blv,"Bayelva, Spitsbergen",snow,Norway,NA,2,2008,2009,78.92163,11.83109,25,SNO,-4.5,400
PA-SPn,Sardinilla Plantation,"deciduous broadleaf forest, Plantation",Panama,NA,2,2007,2009,9.31814,-79.6346,78,DBF,26.5,2350
PA-SPs,Sardinilla-Pasture,"grassland with wetland, Pasture",Panama,NA,2,2007,2009,9.31378,-79.63143,68,GRA,26.5,2350
RU-Che,Cherski,wetland,Russia,NA,1,2002,2005,68.61304,161.34143,6,WET,-11,197
RU-Che,Cherski,wetland,Russia,NA,2,2002,2005,68.61304,161.34143,6,WET,-11,197
RU-Cok,Chokurdakh,open shrubland,Russia,NA,1,2003,2014,70.82914,147.49428,48,OSH,-14.3,232
RU-Cok,Chokurdakh,open shrubland,Russia,NA,2,2003,2014,70.82914,147.49428,48,OSH,-14.3,232
RU-Fyo,Fyodorovskoye,evergreen needleleaf forest,Russia,NA,1,1998,2014,56.46153,32.92208,265,ENF,3.9,711
RU-Fyo,Fyodorovskoye,evergreen needleleaf forest,Russia,NA,2,1998,2014,56.46153,32.92208,265,ENF,3.9,711
RU-Ha1,Hakasia steppe,grassland with wetland,Russia,NA,1,2002,2004,54.72517,90.00215,446,GRA,-0.07,591.87
RU-Ha1,Hakasia steppe,grassland with wetland,Russia,NA,2,2002,2004,54.72517,90.00215,446,GRA,-0.07,591.87
RU-Sam,Samoylov,grassland with wetland,Russia,NA,2,2002,2014,72.3738,126.4958,NA,GRA,NA,NA
RU-SkP,Yakutsk Spasskaya Pad larch,deciduous needleleaf forest,Russia,NA,2,2012,2014,62.255,129.168,246,DNF,NA,NA
RU-Tks,Tiksi,grassland with wetland,Russia,NA,2,2010,2014,71.59427,128.88782,7,GRA,-12.7,323
RU-Vrk,Seida/Vorkuta,closed shrubland,Russia,NA,2,2008,2008,67.05468,62.94047,100,CSH,-5.6,501
SD-Dem,Demokeya,savanna,Sudan,NA,1,2005,2009,13.2829,30.4783,500,SAV,26,320
SD-Dem,Demokeya,savanna,Sudan,NA,2,2005,2009,13.2829,30.4783,500,SAV,26,320
SE-St1,Stordalen grassland,wetland,Sweden,NA,2,2012,2014,68.35415,19.05033,351,WET,-0.7,303.3
SN-Dhr,Dahra,savanna,Senegal,NA,1,2010,2013,15.40278,-15.43222,40,SAV,29,404
SN-Dhr,Dahra,savanna,Senegal,NA,2,2010,2013,15.40278,-15.43222,40,SAV,29,404
US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,"grassland with wetland, former native prairie and changing to switchgrass",United States,Oklahoma,1,2009,2012,36.4267,-99.42,611,GRA,NA,NA
US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,"grassland with wetland, former native prairie and changing to switchgrass",United States,Oklahoma,2,2009,2012,36.4267,-99.42,611,GRA,NA,NA
US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,"grassland with wetland, former wheat field and changing to switchgrass",United States,Oklahoma,1,2009,2012,36.6358,-99.5975,646,GRA,NA,NA
US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,"grassland with wetland, former wheat field and changing to switchgrass",United States,Oklahoma,2,2009,2012,36.6358,-99.5975,646,GRA,NA,NA
US-ARb,ARM Southern Great Plains burn site- Lamont,"grassland with wetland, burn site",United States,Oklahoma,1,2005,2006,35.5497,-98.0402,424,GRA,NA,NA
US-ARb,ARM Southern Great Plains burn site- Lamont,"grassland with wetland, burn site",United States,Oklahoma,2,2005,2006,35.5497,-98.0402,424,GRA,NA,NA
US-ARc,ARM Southern Great Plains control site- Lamont,"grassland with wetland, control site",United States,Oklahoma,1,2005,2006,35.54649,-98.04,424,GRA,NA,NA
US-ARc,ARM Southern Great Plains control site- Lamont,"grassland with wetland, control site",United States,Oklahoma,2,2005,2006,35.54649,-98.04,424,GRA,NA,NA
US-ARM,ARM Southern Great Plains site- Lamont,cropland,United States,Oklahoma,1,2003,2012,36.6058,-97.4888,314,CRO,14.76,843
US-ARM,ARM Southern Great Plains site- Lamont,cropland,United States,Oklahoma,2,2003,2012,36.6058,-97.4888,314,CRO,14.76,843
US-Atq,Atqasuk,wetland,United States,Alaska,2,2003,2008,70.4696,-157.4089,15,WET,-9.7,93
US-Blo,Blodgett Forest,evergreen needleleaf forest,United States,California,1,1997,2007,38.8953,-120.6328,1315,ENF,11.09,1226
US-Blo,Blodgett Forest,evergreen needleleaf forest,United States,California,2,1997,2007,38.8953,-120.6328,1315,ENF,11.09,1226
US-Cop,Corral Pocket,grassland with wetland,United States,Utah,1,2001,2007,38.09,-109.39,1520,GRA,NA,NA
US-Cop,Corral Pocket,grassland with wetland,United States,Utah,2,2001,2007,38.09,-109.39,1520,GRA,NA,NA
US-CRT,Curtice Walter-Berger cropland,cropland,United States,Ohio,2,2011,2013,41.628495,-83.347086,180,CRO,10.1,849
US-GBT,GLEES Brooklyn Tower,evergreen needleleaf forest,United States,Wyoming,1,1999,2006,41.36579,-106.2397,3191,ENF,0.8,1200
US-GBT,GLEES Brooklyn Tower,evergreen needleleaf forest,United States,Wyoming,2,1999,2006,41.36579,-106.2397,3191,ENF,0.8,1200
US-GLE,GLEES,evergreen needleleaf forest,United States,Wyoming,1,2004,2014,41.36653,-106.2399,3197,ENF,0.8,1200
US-GLE,GLEES,evergreen needleleaf forest,United States,Wyoming,2,2004,2014,41.36653,-106.2399,3197,ENF,0.8,1200
US-Goo,Goodwin Creek,grassland with wetland,United States,Mississippi,2,2002,2006,34.2547,-89.8735,87,GRA,15.89,1425.77
US-Ha1,Harvard Forest EMS Tower (HFR1),deciduous broadleaf forest,United States,Massachussetts,1,1991,2012,42.5378,-72.1715,340,DBF,6.62,1071
US-Ha1,Harvard Forest EMS Tower (HFR1),deciduous broadleaf forest,United States,Massachussetts,2,1991,2012,42.5378,-72.1715,340,DBF,6.62,1071
US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),"grassland with wetland, prairie site",United States,Illinois,2,2004,2011,41.84062,-88.24103,226.5,GRA,9.04,930.25
US-Ivo,Ivotuk,wetland,United States,Alaska,2,2004,2007,68.4865,-155.7503,568,WET,-8.28,304
US-KS1,Kennedy Space Center (slash pine),"evergreen needleleaf forest, slash pine",United States,Florida,2,2002,2002,28.4583,-80.6709,1,ENF,21.9,1266
US-KS2,Kennedy Space Center (scrub oak),closed shrublands,United States,Florida,1,2003,2006,28.6086,-80.6715,3,CSH,21.66,1294
US-KS2,Kennedy Space Center (scrub oak),closed shrublands,United States,Florida,2,2003,2006,28.6086,-80.6715,3,CSH,21.66,1294
US-Lin,Lindcove Orange Orchard,cropland,United States,California,2,2009,2010,36.3566,-119.8423,131,CRO,NA,NA
US-Los,Lost Creek,wetland,United States,Wisconsin,1,2000,2014,46.0827,-89.9792,480,WET,4.08,828
US-Los,Lost Creek,wetland,United States,Wisconsin,2,2000,2014,46.0827,-89.9792,480,WET,4.08,828
US-LWW,Little Washita Watershed,grassland with wetland,United States,Oklahoma,2,1997,1998,34.9604,-97.9789,365,GRA,16.09,805.12
US-Me1,Metolius - Eyerly burn,evergreen needleleaf forest,United States,Oregon,1,2004,2005,44.5794,-121.5,896,ENF,7.88,704.61
US-Me1,Metolius - Eyerly burn,evergreen needleleaf forest,United States,Oregon,2,2004,2005,44.5794,-121.5,896,ENF,7.88,704.61
US-Me2,Metolius mature ponderosa pine,evergreen needleleaf forest,United States,Oregon,1,2002,2014,44.4523,-121.5574,1253,ENF,6.28,523
US-Me2,Metolius mature ponderosa pine,evergreen needleleaf forest,United States,Oregon,2,2002,2014,44.4523,-121.5574,1253,ENF,6.28,523
US-Me3,Metolius-second young aged pine,evergreen needleleaf forest,United States,Oregon,2,2004,2009,44.3154,-121.6078,1005,ENF,7.07,719
US-Me4,Metolius-old aged ponderosa pine,evergreen needleleaf forest,United States,Oregon,2,1996,2000,44.4992,-121.6224,922,ENF,7.61,1038.82
US-Me5,Metolius-first young aged pine,evergreen needleleaf forest,United States,Oregon,2,2000,2002,44.43719,-121.56676,1188,ENF,6.47,590.81
US-Me6,Metolius Young Pine Burn,evergreen needleleaf forest,United States,Oregon,1,2010,2014,44.3232842,-121.6078,998,ENF,7.59,494.34
US-Me6,Metolius Young Pine Burn,evergreen needleleaf forest,United States,Oregon,2,2010,2014,44.3232842,-121.6078,998,ENF,7.59,494.34
US-MMS,Morgan Monroe State Forest,deciduous broadleaf forest,United States,Indiana,1,1999,2014,39.3232,-86.4131,275,DBF,10.85,1032
US-MMS,Morgan Monroe State Forest,deciduous broadleaf forest,United States,Indiana,2,1999,2014,39.3232,-86.4131,275,DBF,10.85,1032
US-Myb,Mayberry Wetland,wetland,United States,California,1,2010,2014,38.049861,-121.76498,-4,WET,15.9,338
US-Myb,Mayberry Wetland,wetland,United States,California,2,2010,2014,38.049861,-121.76498,-4,WET,15.9,338
US-Ne1,Mead - irrigated continuous maize site,"cropland, irrigated continuous maize",United States,Nebraska,1,2001,2013,41.16506,-96.47664,361,CRO,10.07,790.37
US-Ne1,Mead - irrigated continuous maize site,"cropland, irrigated continuous maize",United States,Nebraska,2,2001,2013,41.16506,-96.47664,361,CRO,10.07,790.37
US-Ne2,Mead - irrigated maize-soybean rotation site,"cropland,  irrigated maize-soybean rotation",United States,Nebraska,1,2001,2013,41.16487,-96.4701,362,CRO,10.08,788.89
US-Ne2,Mead - irrigated maize-soybean rotation site,"cropland,  irrigated maize-soybean rotation",United States,Nebraska,2,2001,2013,41.16487,-96.4701,362,CRO,10.08,788.89
US-Ne3,Mead - rainfed maize-soybean rotation site,"cropland,  rainfed maize-soybean rotation",United States,Nebraska,1,2001,2013,41.17967,-96.43965,363,CRO,10.11,783.68
US-Ne3,Mead - rainfed maize-soybean rotation site,"cropland,  rainfed maize-soybean rotation",United States,Nebraska,2,2001,2013,41.17967,-96.43965,363,CRO,10.11,783.68
US-NR1,Niwot Ridge Forest (LTER NWT1),evergreen needleleaf forest,United States,Colorado,1,1998,2014,40.0329,-105.5464,3050,ENF,1.5,800
US-NR1,Niwot Ridge Forest (LTER NWT1),evergreen needleleaf forest,United States,Colorado,2,1998,2014,40.0329,-105.5464,3050,ENF,1.5,800
US-Oho,Oak Openings,deciduous broadleaf forest,United States,Ohio,2,2004,2013,41.5545,-83.8438,230,DBF,10.1,849
US-ORv,Olentangy River Wetland Research Park,wetland,United States,Ohio,1,2011,2011,40.0201,-83.0183,221,WET,11.63,1499.1
US-ORv,Olentangy River Wetland Research Park,wetland,United States,Ohio,2,2011,2011,40.0201,-83.0183,221,WET,11.63,1499.1
US-PFa,Park Falls/WLEF,mixed forest,United States,Wisconsin,1,1995,2014,45.9459,-90.2723,470,MF,4.33,823
US-PFa,Park Falls/WLEF,mixed forest,United States,Wisconsin,2,1995,2014,45.9459,-90.2723,470,MF,4.33,823
US-Prr,Poker Flat Research Range Black Spruce Forest,"evergreen needleleaf forest, Black Spruce",United States,Alaska,1,2010,2013,65.12367,-147.48756,210,ENF,-2,275
US-Prr,Poker Flat Research Range Black Spruce Forest,"evergreen needleleaf forest, Black Spruce",United States,Alaska,2,2010,2014,65.12367,-147.48756,210,ENF,-2,275
US-SRC,Santa Rita Creosote,mixed forest,United States,Arizona,2,2008,2014,31.9083,-110.8395,950,MF,22,330
US-SRG,Santa Rita Grassland,grassland with wetland,United States,Arizona,1,2008,2014,31.789379,-110.827675,1291,GRA,17,420
US-SRG,Santa Rita Grassland,grassland with wetland,United States,Arizona,2,2008,2014,31.789379,-110.827675,1291,GRA,17,420
US-SRM,Santa Rita Mesquite,woody savanna,United States,Arizona,1,2004,2014,31.8214,-110.8661,1120,WSA,17.92,380
US-SRM,Santa Rita Mesquite,woody savanna,United States,Arizona,2,2004,2014,31.8214,-110.8661,1120,WSA,17.92,380
US-Sta,Saratoga,open shrubland,United States,Wyoming,2,2005,2009,41.3966,-106.8024,2069,OSH,5.1,NA
US-Syv,Sylvania Wilderness Area,mixed forest,United States,Michigan,1,2001,2014,46.242,-89.3477,540,MF,3.81,826
US-Syv,Sylvania Wilderness Area,mixed forest,United States,Michigan,2,2001,2014,46.242,-89.3477,540,MF,3.81,826
US-Ton,Tonzi Ranch,woody savanna,United States,California,1,2001,2014,38.4316,-120.96598,177,WSA,15.8,559
US-Ton,Tonzi Ranch,woody savanna,United States,California,2,2001,2014,38.4316,-120.96598,177,WSA,15.8,559
US-Tw1,Twitchell Wetland West Pond,wetland,United States,California,1,2012,2014,38.1074,-121.6469,-9,WET,15.5,421
US-Tw1,Twitchell Wetland West Pond,wetland,United States,California,2,2012,2014,38.1074,-121.6469,-9,WET,15.5,421
US-Tw2,Twitchell Corn,cropland,United States,California,1,2012,2013,38.1047,-121.6433,-5,CRO,15.5,421
US-Tw2,Twitchell Corn,cropland,United States,California,2,2012,2013,38.1047,-121.6433,-5,CRO,15.5,421
US-Tw3,Twitchell Alfalfa,cropland,United States,California,1,2013,2014,38.1159,-121.6467,-9,CRO,15.6,421
US-Tw3,Twitchell Alfalfa,cropland,United States,California,2,2013,2014,38.1159,-121.6467,-9,CRO,15.6,421
US-Tw4,Twitchell East End Wetland,wetland,United States,California,1,2013,2014,38.10298,-121.6414,-5,WET,15.6,421
US-Tw4,Twitchell East End Wetland,wetland,United States,California,2,2013,2014,38.10298,-121.6414,-5,WET,15.6,421
US-Twt,Twitchell Island,cropland,United States,California,1,2009,2014,38.1087204,-121.6531,-7,CRO,15.6,421
US-Twt,Twitchell Island,cropland,United States,California,2,2009,2014,38.1087204,-121.6531,-7,CRO,15.6,421
US-UMB,Univ. of Mich. Biological Station,deciduous broadleaf forest,United States,Michigan,1,2000,2014,45.5598,-84.7138,234,DBF,5.83,803
US-UMB,Univ. of Mich. Biological Station,deciduous broadleaf forest,United States,Michigan,2,2000,2014,45.5598,-84.7138,234,DBF,5.83,803
US-UMd,UMBS Disturbance,deciduous broadleaf forest,United States,Michigan,1,2007,2014,45.5625,-84.6975,239,DBF,5.83,803
US-UMd,UMBS Disturbance,deciduous broadleaf forest,United States,Michigan,2,2007,2014,45.5625,-84.6975,239,DBF,5.83,803
US-Var,Vaira Ranch- Ione,grassland with wetland,United States,California,1,2000,2014,38.4133,-120.9507,129,GRA,15.8,559
US-Var,Vaira Ranch- Ione,grassland with wetland,United States,California,2,2000,2014,38.4133,-120.9507,129,GRA,15.8,559
US-WCr,Willow Creek,deciduous broadleaf forest,United States,Wisconsin,1,1999,2014,45.8059,-90.0799,520,DBF,4.02,787
US-WCr,Willow Creek,deciduous broadleaf forest,United States,Wisconsin,2,1999,2014,45.8059,-90.0799,520,DBF,4.02,787
US-Whs,Walnut Gulch Lucky Hills Shrub,open shrubland,United States,Arizona,1,2007,2014,31.7438,-110.0522,1370,OSH,17.6,320
US-Whs,Walnut Gulch Lucky Hills Shrub,open shrubland,United States,Arizona,2,2007,2014,31.7438,-110.0522,1370,OSH,17.6,320
US-Wi0,Young red pine (YRP),evergreen needleleaf forest,United States,Wisconsin,1,2002,2002,46.618778,-91.081444,349,ENF,NA,NA
US-Wi0,Young red pine (YRP),evergreen needleleaf forest,United States,Wisconsin,2,2002,2002,46.618778,-91.081444,349,ENF,NA,NA
US-Wi1,Intermediate hardwood (IHW),deciduous broadleaf forest,United States,Wisconsin,2,2003,2003,46.730472,-91.232944,352,DBF,NA,NA
US-Wi2,Intermediate red pine (IRP),evergreen needleleaf forest,United States,Wisconsin,2,2003,2003,46.686889,-91.152833,395,ENF,NA,NA
US-Wi3,Mature hardwood (MHW),deciduous broadleaf forest,United States,Wisconsin,1,2002,2004,46.634722,-91.098667,411,DBF,NA,NA
US-Wi3,Mature hardwood (MHW),deciduous broadleaf forest,United States,Wisconsin,2,2002,2004,46.634722,-91.098667,411,DBF,NA,NA
US-Wi4,Mature red pine (MRP),evergreen needleleaf forest,United States,Wisconsin,1,2002,2005,46.739333,-91.16625,352,ENF,NA,NA
US-Wi4,Mature red pine (MRP),evergreen needleleaf forest,United States,Wisconsin,2,2002,2005,46.739333,-91.16625,352,ENF,NA,NA
US-Wi5,Mixed young jack pine (MYJP),evergreen needleleaf forest,United States,Wisconsin,2,2004,2004,46.653083,-91.085806,353,ENF,NA,NA
US-Wi6,Pine barrens #1 (PB1),open shrubland,United States,Wisconsin,1,2002,2003,46.624889,-91.298222,371,OSH,NA,NA
US-Wi6,Pine barrens #1 (PB1),open shrubland,United States,Wisconsin,2,2002,2003,46.624889,-91.298222,371,OSH,NA,NA
US-Wi7,Red pine clearcut (RPCC),open shrubland,United States,Wisconsin,2,2005,2005,46.649111,-91.069278,335,OSH,NA,NA
US-Wi8,Young hardwood clearcut (YHW),deciduous broadleaf forest,United States,Wisconsin,2,2002,2002,46.722333,-91.252417,348,DBF,NA,NA
US-Wi9,Young Jack pine (YJP),evergreen needleleaf forest,United States,Wisconsin,1,2004,2005,46.6187781,-91.0814441,350,ENF,NA,NA
US-Wi9,Young Jack pine (YJP),evergreen needleleaf forest,United States,Wisconsin,2,2004,2005,46.6187781,-91.0814441,350,ENF,NA,NA
US-Wkg,Walnut Gulch Kendall Grasslands,grassland with wetland,United States,Arizona,1,2004,2014,31.7365,-109.9419,1531,GRA,15.64,407
US-Wkg,Walnut Gulch Kendall Grasslands,grassland with wetland,United States,Arizona,2,2004,2014,31.7365,-109.9419,1531,GRA,15.64,407
US-WPT,Winous Point North Marsh,wetland,United States,Ohio,2,2011,2013,41.464639,-82.996157,175,WET,10.1,849
ZA-Kru,Skukuza,savanna,South Africa,NA,1,2000,2010,-25.0197,31.4969,359,SAV,21.9,547
ZA-Kru,Skukuza,savanna,South Africa,NA,2,2000,2013,-25.0197,31.4969,359,SAV,21.9,547
ZM-Mon,Mongu,deciduous broadleaf forest,Zambia,NA,1,2000,2009,-15.43778,23.25278,1053,DBF,25,945
ZM-Mon,Mongu,deciduous broadleaf forest,Zambia,NA,2,2000,2009,-15.43778,23.25278,1053,DBF,25,945
